City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Ahmedabad,12/14/2019,63.33,99.3,4.66,14.79,10.69,,4.66,29.4,24.07,,,,157
Ahmedabad,12/15/2019,48.58,93.92,2.56,12,7.76,,2.56,20.56,27.73,,,,177
Ahmedabad,12/16/2019,45.47,89.73,5.2,20.62,13.94,,5.2,18.8,30.45,,,,145
Ahmedabad,12/17/2019,54.42,102.4,5.67,25.45,16.65,,5.67,26.19,29.22,,,,237
Ahmedabad,12/18/2019,72.45,116.1,8.84,25.88,19.22,,8.84,29.77,24.83,,,,231
Ahmedabad,12/19/2019,89.97,155.63,28.91,28.82,33.61,,28.91,39.43,18.76,,,,391
Ahmedabad,12/20/2019,104.25,163.95,29.17,23.33,32.46,,29.17,35.42,15.46,,,,712
Ahmedabad,12/21/2019,64.25,121.71,10.97,34.29,24.92,,10.97,73.34,12.43,,,,206
Ahmedabad,12/22/2019,60.17,104.08,3.75,18.36,11.75,,3.75,39.26,8.94,,,,170
Ahmedabad,12/23/2019,57.99,97.02,2.2,17.47,10.16,,2.2,52.32,6.35,,,,113
Ahmedabad,12/24/2019,49.63,95.51,1.89,19.99,11.16,,1.89,79.47,4.87,,,,113
Ahmedabad,12/25/2019,53,98.1,4.07,20.11,12.85,,4.07,69.13,5.4,,,,166
Ahmedabad,12/26/2019,52.77,95.25,6.64,31.26,20.2,,6.64,50.74,10.61,,,,216
Ahmedabad,12/27/2019,39.89,83.69,17.34,50.41,37.37,,17.34,53.83,19.03,,,,381
Ahmedabad,12/28/2019,43.95,85.68,11.4,45.51,30.71,,11.4,73.27,19.15,,,,288
Ahmedabad,12/29/2019,53.52,89.41,30.94,43.92,44.52,,30.94,49.84,23.66,,,,398
Ahmedabad,12/30/2019,69.1,115.57,34.49,45.08,45.8,,34.49,68.73,23.67,66.38,271.92,65.59,703
Ahmedabad,12/31/2019,74.18,126.67,6.36,22.77,15.85,,6.36,95.2,23.67,3.62,17.96,2.74,385
Ahmedabad,1/1/2020,79.57,131.62,3.78,12.64,8.99,,3.78,27.7,23.67,4.21,31.42,2.52,216
Ahmedabad,1/2/2020,72.59,128.86,3.63,14.38,9.73,,3.63,23.96,23.67,3.71,31.14,2.52,162
Ahmedabad,1/3/2020,69.54,128.99,7.06,15.13,12.65,,7.06,35.78,23.66,4.78,31.14,2.52,220
Ahmedabad,1/4/2020,66.2,138.47,8.97,20.79,16.84,,8.97,38.98,23.65,4.12,31.14,2.52,254
Ahmedabad,1/5/2020,55.99,110.41,5.41,15.34,11.53,,5.41,45.83,23.61,3.3,31.14,2.52,255
Ahmedabad,1/6/2020,46.96,109.44,7.17,16.88,13.58,,7.17,38.11,23.64,2.75,31.14,2.52,175
Ahmedabad,1/7/2020,70.06,161.09,7.37,22.67,16.56,,7.37,58.67,23.58,2.75,31.14,2.52,285
Ahmedabad,1/8/2020,61.4,118.44,2.38,16.33,9.74,,2.38,30.54,23.59,2.75,31.14,2.52,157
Ahmedabad,1/9/2020,38.89,93.4,2.41,14.14,8.7,,2.41,46.78,23.64,2.75,31.14,2.52,129
Ahmedabad,1/10/2020,56.14,108.83,2.5,11.65,7.55,,2.5,26.75,23.58,2.75,31.14,2.52,129
Ahmedabad,1/11/2020,59.96,109.98,2.38,14.37,8.79,,2.38,45.44,23.58,2.75,31.14,2.52,114
Ahmedabad,1/12/2020,83.9,152.94,8.81,20.66,16.65,,8.81,58.01,23.56,4.42,31.14,2.52,212
Ahmedabad,1/13/2020,89.34,143.84,8.08,19.05,15.32,,8.08,62.71,23.69,4.45,31.14,2.52,368
Ahmedabad,1/14/2020,39.83,44.53,3.26,16.42,10.29,,3.26,25.78,23.62,2.72,30.82,2.49,189
Ahmedabad,1/15/2020,53.27,90.4,3.59,16.01,10.43,,3.59,19.5,23.66,2.72,30.82,2.49,142
Ahmedabad,1/16/2020,40.07,79.32,3.75,13.41,9.34,,3.75,10.67,23.6,2.75,31.14,2.52,152
Ahmedabad,1/17/2020,80.24,219.84,20.06,15.61,22.26,,20.06,36.88,23.62,2.36,34.32,2.3,334
Ahmedabad,1/18/2020,59.51,106.43,24.98,25.39,30.87,,24.98,71.69,23.57,1.82,38.68,2,547
Ahmedabad,1/19/2020,36.05,79.23,13.05,22.26,20.59,,13.05,46.67,23.6,1.82,38.68,2,375
Ahmedabad,1/20/2020,36.21,82.86,20.86,15.65,22.94,,20.86,44.86,23.6,1.47,34.83,1.49,384
Ahmedabad,1/21/2020,51.15,123.03,33,25.32,36.81,,33,84.52,23.61,1.15,31.37,1.04,529
Ahmedabad,1/22/2020,51.32,121.82,20.18,23.56,26.48,,20.18,50.3,23.6,1.15,31.37,1.04,449
Ahmedabad,1/23/2020,38.71,88.47,10.39,16.11,15.61,,10.39,34.63,23.56,1.15,31.37,1.04,483
Ahmedabad,1/24/2020,40.83,96.12,18.14,19.84,3.56,,18.14,54.28,23.58,0.18,4.83,0.16,
Ahmedabad,1/25/2020,61.05,132.46,19.52,23.86,26.05,,19.52,144.29,47.16,1.15,31.37,1.04,
Ahmedabad,1/26/2020,62.03,191.09,118,12.48,74.5,,118,112.57,36.76,1.15,31.37,1.04,
Ahmedabad,1/27/2020,33.93,85.43,9.53,30.39,21.94,,9.53,51.25,41.25,1.15,31.37,1.04,
Ahmedabad,1/28/2020,18.03,66.54,11.31,18.02,17.23,,11.31,35.39,30.29,1.15,31.37,1.04,289
Ahmedabad,1/29/2020,28.77,73.99,20.76,21.98,25.69,,20.76,40.13,32.37,1.05,30.73,1.07,204
Ahmedabad,1/30/2020,41.74,92.88,36.07,26.88,38.15,,36.07,100.04,30.37,1.02,30.57,1.08,528
Ahmedabad,1/31/2020,57.28,109.84,36.16,50.06,51.39,,36.16,83.08,34.61,1.39,30.64,1.05,660
Ahmedabad,2/1/2020,88.79,125.19,15.2,54.23,37.8,,15.2,56.67,45.39,1.82,31.52,1.04,483
Ahmedabad,2/2/2020,52.31,97.67,9.38,38.28,25.67,,9.38,36.8,26.07,1.82,31.52,1.04,336
Ahmedabad,2/3/2020,68.19,106.14,10.08,45.94,29.93,,10.08,31.18,43.72,1.53,34.6,0.81,272
Ahmedabad,2/4/2020,80.59,127.97,29.48,59.9,51.22,,29.48,48.18,41.9,1.15,38.57,0.52,571
Ahmedabad,2/5/2020,77.56,137.39,30.93,59.03,51.88,,30.93,59.11,36.15,1.15,38.57,0.52,568
Ahmedabad,2/6/2020,56.5,121.52,6.1,55.49,31.62,,6.1,51.41,41.16,1.15,38.57,0.52,387
Ahmedabad,2/7/2020,66.87,127.71,23.75,53.47,43.78,,23.75,47.32,53.97,1.15,38.57,0.52,322
Ahmedabad,2/8/2020,95.25,160.18,14.56,54.77,37.58,,14.56,55.99,68.81,1.15,38.57,0.52,652
Ahmedabad,2/9/2020,69.85,124.4,6.25,40.74,24.54,,6.25,27.16,,1.15,38.57,0.52,215
Ahmedabad,2/10/2020,64.94,116.45,8.62,47.28,29.5,,8.62,31.84,71.69,1.15,38.57,0.52,223
Ahmedabad,2/11/2020,79.58,145.12,12.48,55.78,36.51,,12.48,48.28,42.4,1.15,38.57,0.52,340
Ahmedabad,2/12/2020,83.67,164.2,27.61,56.27,48.05,,27.61,52.9,44.73,1.15,38.57,0.52,475
Ahmedabad,2/13/2020,88.83,182.12,57.7,45.43,63.19,,57.7,40.9,51.73,1.15,38.57,0.52,974
Ahmedabad,2/14/2020,50.55,116.51,18.72,57.55,42.05,,18.72,54.6,31.28,1.15,38.57,0.52,412
Ahmedabad,2/15/2020,73.04,136.02,24.78,67.15,51.25,,24.78,57.08,53.88,1.08,37.29,0.56,480
Ahmedabad,2/16/2020,59.47,124.36,14.28,63.11,41.44,,14.28,66.39,76.89,1.16,35.51,0.61,388
Ahmedabad,2/17/2020,62.48,147.78,43.22,50.12,52.43,,43.22,57.29,63.76,0.99,34.54,0.59,543
Ahmedabad,2/18/2020,85.33,163.52,59.34,54.08,67.01,,59.34,64.71,75.45,1.42,32.61,0.56,1226
Ahmedabad,2/19/2020,114.79,217.94,42.62,80.38,70.43,,42.62,118.91,43.63,1.76,32.61,0.56,1291
Ahmedabad,2/20/2020,65.74,164.24,22.33,70.75,51.18,,22.33,72.14,50.08,0.99,32.61,0.56,493
Ahmedabad,2/21/2020,60.61,133.31,10.49,52.78,33.57,,10.49,52.84,38.67,0.99,32.61,0.56,407
Ahmedabad,2/22/2020,36.35,97.03,4.78,52.87,29.36,,4.78,42.9,52.15,0.99,32.61,0.56,168
Ahmedabad,2/23/2020,54.06,104.74,4.22,51.33,28.19,,4.22,48.07,39.74,0.99,32.61,0.56,219
Ahmedabad,2/24/2020,68.68,141.39,10.92,74.32,44.41,,10.92,42.37,44.44,0.99,32.61,0.56,282
Ahmedabad,2/25/2020,73.18,193.22,31.41,94.67,69.62,,31.41,62.73,46.23,1.79,32.61,0.56,528
Ahmedabad,2/26/2020,137.81,242.98,70.45,124.33,113.23,,70.45,103.5,37.79,0.99,32.61,0.56,983
Ahmedabad,2/27/2020,94.27,177.11,92.96,92.35,114.42,,92.96,68.76,52.7,2.63,39.93,0.86,1262
Ahmedabad,2/28/2020,79.68,169.52,57.77,91.2,87.59,,57.77,64.67,50.27,2.85,46.56,1.13,962
Ahmedabad,2/29/2020,53.86,136.6,17.8,75.13,49.93,,17.8,64.67,52.74,2.85,46.56,1.13,421
Ahmedabad,3/1/2020,53.06,123.32,22.34,59.64,45.76,,22.34,70.8,41.7,2.85,46.56,1.13,475
Ahmedabad,3/2/2020,56.2,149.92,23.13,62.85,47.92,,23.13,81.42,34.18,3.02,46.56,1.13,508
Ahmedabad,3/3/2020,77.58,155.65,21.26,60.32,45.29,,21.26,119.95,39.83,2.85,46.56,1.13,460
Ahmedabad,3/4/2020,49.16,125.88,7.4,31.08,20.69,,7.4,51.07,45.99,2.85,46.56,1.13,246
Ahmedabad,3/5/2020,43.75,115.5,8.43,24.16,18.08,,8.43,63.99,38.62,2.85,46.56,1.13,261
Ahmedabad,3/6/2020,54.05,128.08,10.7,28.74,22,,10.7,61.9,45.82,2.85,46.56,1.13,308
Ahmedabad,3/7/2020,51.32,140.9,12.19,41.31,29.25,,12.19,45.6,64.01,3.45,46.56,1.13,359
Ahmedabad,3/8/2020,35.04,85.35,7.87,45.21,27.93,,7.87,32.78,,2.85,46.56,1.13,325
Ahmedabad,3/9/2020,37.02,90.26,5.55,32.91,20.2,,5.55,42.98,67.75,2.85,46.56,1.13,170
Ahmedabad,3/10/2020,37.67,94.36,2.28,17.52,10.25,,2.28,26.68,16.92,2.85,46.56,1.13,116
Ahmedabad,3/11/2020,31.12,80.79,3.56,21.51,13.13,,3.56,19.43,16.68,2.85,46.56,1.13,152
Ahmedabad,3/12/2020,41.19,114.05,6.04,31.18,19.72,,6.04,40.38,,2.85,46.56,1.13,218
Ahmedabad,3/13/2020,41.72,97.7,6.95,24.99,17.38,,6.95,27.3,72.25,2.85,46.56,1.13,302
Ahmedabad,3/14/2020,39.57,111.46,4,35.3,20.2,,4,49.34,39.51,2.85,46.56,1.13,170
Ahmedabad,3/15/2020,39.42,115.8,5.11,31.33,19.1,,5.11,27.4,33.16,2.85,46.56,1.13,215
Ahmedabad,3/16/2020,36.03,90.32,3.89,34.32,19.65,,3.89,28.6,53.81,2.85,46.56,1.13,222
Ahmedabad,3/17/2020,53.07,112.92,16.02,37.65,30.33,,16.02,34.49,,2.85,46.56,1.13,310
Ahmedabad,3/18/2020,58.54,124.58,15.45,44.39,33.18,,15.45,42.86,81.35,2.85,46.56,1.13,487
Ahmedabad,3/19/2020,101.09,162.86,15.07,43.66,31.13,,15.07,42.07,44.44,2.85,46.56,1.13,988
Ahmedabad,3/20/2020,50.47,109.06,4.67,35.13,13.3,,4.67,44.08,45.98,0,0,0,
Ahmedabad,3/21/2020,74.43,132.17,9.82,31.56,22.73,,9.82,67.89,36.14,,,,296
Ahmedabad,3/22/2020,48.16,122.17,5.47,18.27,12.99,,5.47,52.62,33.69,,,,180
Ahmedabad,3/23/2020,44.61,112.32,4.98,31.4,17.08,,4.98,34.25,49.45,6.81,28.18,7.52,247
Ahmedabad,3/24/2020,31.89,98.52,2.96,25.2,14.5,,2.96,44.87,47.99,4.01,23.25,3.33,135
Ahmedabad,3/25/2020,33.25,91.38,4.28,33.45,19.44,,4.28,61.4,38.86,4.9,18.98,2.85,195
Ahmedabad,3/26/2020,43.67,91.12,7.11,26.61,17.61,,7.11,34.72,39.74,4.71,19.16,2.8,216
Ahmedabad,3/27/2020,22.93,37.12,5.23,18.52,12.87,,5.23,16.19,34.41,1.58,7.5,1.08,193
Ahmedabad,3/28/2020,37.73,72.43,4.67,35.52,20.77,,4.67,16.06,34.72,6.37,26.05,3.56,160
Ahmedabad,3/29/2020,20.67,75.48,3.08,26.98,15.46,,3.08,22.76,40.17,4.79,15.29,1.95,125
Ahmedabad,3/30/2020,28.55,89.1,4.11,38.65,21.89,,4.11,19.14,31.5,8.51,37.5,4.88,140
Ahmedabad,3/31/2020,29.97,98.96,3.85,22.08,13.64,,3.85,32.01,36.86,7,29.53,2.5,145
Ahmedabad,4/1/2020,24.79,86.06,4.5,21.29,13.7,,4.5,22.16,36.76,3.58,15.89,1.88,153
Ahmedabad,4/2/2020,25.52,88.12,4.46,24.24,15.15,,4.46,18.54,38.17,4.59,19.84,2.09,164
Ahmedabad,4/3/2020,33.48,87.96,4.51,41.44,23.58,,4.51,23.84,46.53,9.31,40.13,5.44,173
Ahmedabad,4/4/2020,39.44,84.83,3.82,39.88,22.28,,3.82,27.53,58.08,9.71,36.32,4.85,182
Ahmedabad,4/5/2020,43.77,87.96,3.35,40.99,22.49,,3.35,31.4,53.61,10.92,46.65,5.63,152
Ahmedabad,4/6/2020,46.64,95.3,3.75,29.6,17.24,,3.75,22.2,49.67,7.65,37.78,3.94,145
Ahmedabad,4/7/2020,45.8,104.5,3.87,16.8,11.04,,3.87,31.04,48.2,5.44,20.89,1.47,159
Ahmedabad,4/8/2020,36.3,90.07,5.19,15.65,11.51,,5.19,30.8,49.83,4.66,14.64,1.08,183
Ahmedabad,4/9/2020,32.12,89.74,5.07,21.61,14.33,,5.07,20.75,62.53,5.64,18.82,2.04,168
Ahmedabad,4/10/2020,30.73,78.56,4.36,28.65,17.23,,0.59,32.01,42.61,6.91,32.15,3.51,113
Ahmedabad,4/11/2020,30.18,74.99,3.06,34.81,19.26,,0.45,25.09,39,8.52,51.18,6.71,89
Ahmedabad,4/12/2020,26.7,72.83,2.72,27,15.18,,0.36,21.57,42.16,5.63,34.1,3.97,101
Ahmedabad,4/13/2020,18.77,61.54,2.81,23.01,13.01,,0.39,26.86,47.88,3.41,25.88,2.56,95
Ahmedabad,4/14/2020,31.16,72.09,3.22,25.9,14.73,,0.37,21.85,43.35,4.75,31.33,3.61,89
Ahmedabad,4/15/2020,23.69,64.81,2.28,17.18,10.04,,0.43,23.5,44.04,2.14,29.17,1.67,88
Ahmedabad,4/16/2020,38.65,81.47,3.7,26.76,14.75,,0.36,22.03,54.24,5.84,34.58,3.22,95
Ahmedabad,4/17/2020,30.8,76.25,4.22,25.97,12.68,,0.36,18.03,37.28,3.22,22.59,1.83,92
Ahmedabad,4/18/2020,30.69,107.31,3.43,22.57,11.7,,0.41,36.24,39.3,3.89,31,2.45,96
Ahmedabad,4/19/2020,21.27,65.12,3.66,13.93,9.31,,0.36,21,40.56,1.67,14.29,0.95,99
Ahmedabad,4/20/2020,29.84,77.98,3.91,15.77,10.58,,0.34,25.22,38.31,2.27,15.74,1.02,86
Ahmedabad,4/21/2020,27.81,73.99,3.41,16.32,10.46,,0.39,19.16,38.23,2.33,17.57,1.5,87
Ahmedabad,4/22/2020,32.11,94.34,3.68,17.95,11.49,,0.45,15.83,42.22,5.48,33.62,2.16,101
Ahmedabad,4/23/2020,31.67,81.09,3.93,16.17,10.82,,0.35,32.39,43.6,3.97,20.74,1.23,106
Ahmedabad,4/24/2020,27.19,82.36,3.52,16.13,9.85,,0.28,20.59,51.81,1.78,9.02,0.67,110
Ahmedabad,4/25/2020,28.25,70.48,4.83,13.88,10.25,,0.38,16.51,41.74,1.17,9.32,0.56,98
Ahmedabad,4/26/2020,25.91,73.35,4.78,13.82,10.29,,0.4,10.58,44.44,1.8,10.39,0.75,101
Ahmedabad,4/27/2020,31.76,81.16,3.99,19.95,12.7,,0.46,29.73,52.46,3.52,20.49,1.34,117
Ahmedabad,4/28/2020,32.55,87.41,3.53,23.58,14.12,,0.46,42.86,50.2,4.92,32.73,2.51,130
Ahmedabad,4/29/2020,27.15,76.73,3.18,24.82,14.4,,0.67,32.97,54.81,3.39,32.14,2.46,122
Ahmedabad,4/30/2020,26.93,74.38,2.76,17.05,10.37,,0.46,37.7,56.97,1.92,18.54,1.64,128
Ahmedabad,5/1/2020,28.71,89.91,2.83,13.32,8.6,,0.54,26.36,49.97,1.59,15.82,0.92,128
Ahmedabad,5/2/2020,22.56,63.23,3.68,15.16,10.09,,0.56,25.87,55.72,1.55,10.29,0.65,131
Ahmedabad,5/3/2020,23.82,62.1,4.69,16.38,11.49,,0.64,22.71,54.35,2.83,16.27,0.89,121
Ahmedabad,5/4/2020,23.73,69.88,4.85,15.87,11.36,,0.73,20.04,58.72,2.38,16.23,0.9,130
Ahmedabad,5/5/2020,33.47,134.83,3.6,29.05,13.84,,0.54,2.42,54.8,3.57,26.59,1.91,143
Ahmedabad,5/6/2020,26.52,79.38,4.06,18.06,11.7,,0.67,,59.96,3.7,19.68,1.57,146
Ahmedabad,5/7/2020,30.45,75.08,3.74,21.48,13.23,,0.4,,58.31,7.47,34.84,1.72,135
Ahmedabad,5/8/2020,26.79,66.34,3.71,14.99,10.06,,0.51,,57.81,3.26,20.64,0.86,127
Ahmedabad,5/9/2020,23.79,74.56,5.61,16.64,11.91,,0.55,,52.49,4.37,20.72,1.14,122
Ahmedabad,5/10/2020,26.17,62.14,1.93,14.73,8.61,,0.77,,56.28,2.65,16.72,0.84,125
Ahmedabad,5/11/2020,21.31,66.1,1.85,15.01,8.68,,0.54,,57.55,1.9,13.92,0.76,125
Ahmedabad,5/12/2020,21.94,69.06,2.95,16.95,10.47,,0.58,,57.89,3.3,16.19,0.97,135
Ahmedabad,5/13/2020,23.19,67.28,4.12,17.46,11.59,,0.48,,52.31,2.85,18.48,0.88,117
Ahmedabad,5/14/2020,21.9,64.39,2.98,18.73,11.33,,0.49,,51.86,2.28,16.67,0.81,127
Ahmedabad,5/15/2020,19.15,78.8,3.93,19.59,12.47,,0.51,,61.79,4.14,25.58,1.62,125
Ahmedabad,5/16/2020,35.75,107.68,2.54,18.72,11,,0.39,,54.31,3.02,18.12,1.25,136
Ahmedabad,5/17/2020,27.28,63.5,2.5,18.56,10.84,,0.68,,55.52,2.91,17.83,1.29,137
Ahmedabad,5/18/2020,20.85,61.13,2.6,21.35,12.35,,0.62,,54.41,2.95,20.62,3.15,133
Ahmedabad,5/19/2020,23.98,56.9,4.15,26.56,16.04,,0.61,,59.05,4.36,22.17,2.43,133
Ahmedabad,5/20/2020,25.6,82.26,2.86,22.47,13.05,,0.69,,60.12,5.5,25.02,1.96,132
Ahmedabad,5/21/2020,33.35,84.99,2.64,25.02,14.15,,0.56,,62.4,6.41,21.6,1.86,130
Ahmedabad,5/22/2020,31.38,90.28,4.54,35.67,20.77,,0.65,,62.39,7.75,32.76,2.64,142
Ahmedabad,5/23/2020,29.26,82.26,2.58,22.23,12.73,,0.67,,55.64,5.36,25.91,1.69,135
Ahmedabad,5/24/2020,25.47,67.79,2.73,17.85,10.7,,0.81,,57.16,2.62,11.5,1.34,140
Ahmedabad,5/25/2020,24.84,70.95,3.98,16.03,10.65,,0.57,,57.53,2.24,12.49,0.98,126
Ahmedabad,5/26/2020,29.78,99.14,2.88,19.35,11.55,,0.59,,50.52,1.68,10.42,0.99,126
Ahmedabad,5/27/2020,31.25,89.65,3.65,21.42,13.17,,0.83,,54.58,4.01,15.74,1.08,123
Ahmedabad,5/28/2020,30.7,86.02,3.56,18.84,11.85,,0.56,,55.49,8.88,17.32,1.41,117
Ahmedabad,5/29/2020,23.91,81,3.29,18.6,11.52,,0.57,,44.9,5.47,15.33,1.37,126
Ahmedabad,5/30/2020,25.71,66.36,3.4,16.46,10.53,,0.41,,47.74,4.67,15.53,1.27,112
Ahmedabad,5/31/2020,22.83,67.92,3.82,15.35,10.31,,0.4,,53.06,3.03,15.14,1.13,104
Ahmedabad,6/1/2020,31.02,312.28,2.74,22.62,13.07,,0.64,,66.9,6.78,23.27,3.08,126
Ahmedabad,6/2/2020,131.88,173.4,2.71,41.56,22.26,,0.45,20.08,34.26,10.84,43.9,5.19,152
Ahmedabad,6/3/2020,,586.27,2.23,43.36,21.25,,0.44,23.71,73.66,8.04,42.98,3.65,
Ahmedabad,6/4/2020,26.08,84.25,4.99,37.3,21.51,,0.79,21.29,56.78,5.69,32.56,3.39,101
Ahmedabad,6/5/2020,30.72,88.9,3.76,33.6,19.08,,0.63,14.73,4.08,7.45,43.04,2.98,92
Ahmedabad,6/6/2020,33.19,65.77,3.91,39.76,22.28,,0.71,14.4,40.28,8.11,25.23,3.18,95
Ahmedabad,6/7/2020,20.67,69.5,5.19,34.11,20.48,,0.82,13.05,36.32,6.71,20.69,3.63,93
Ahmedabad,6/8/2020,22.92,70.97,4.88,28.47,17.52,,0.57,11.6,30.16,7.93,20.35,3.84,97
Ahmedabad,6/9/2020,21.17,81.73,5.23,25.68,16.39,,0.86,12.69,39.69,4.48,18.91,3.27,84
Ahmedabad,6/10/2020,23.62,94.06,5.9,20.92,14.59,,0.85,16.22,44.32,5.27,23.65,6.7,101
Ahmedabad,6/11/2020,20.4,66.21,5.3,26.94,17.05,,0.68,18.41,37.38,8.21,38.36,7.98,92
Ahmedabad,6/12/2020,21.4,93.89,5.28,22.4,14.85,,0.85,16.27,45.05,7.9,40.74,13.19,105
Ahmedabad,6/13/2020,21.72,62.28,3.93,28.15,16.62,,1.18,17.51,30.53,7.01,30.2,8.68,98
Ahmedabad,6/14/2020,24.1,87.14,3.16,27.53,15.77,,0.86,20.82,35.29,6.89,28.99,6.74,96
Ahmedabad,6/15/2020,21.21,92.72,4.03,31.93,18.56,,0.85,19.3,33.59,21.69,44.29,6.77,96
Ahmedabad,6/16/2020,31.49,94.09,6.95,24.73,17.23,,0.85,11.26,38.44,7.54,45.98,3.36,80
Ahmedabad,6/17/2020,14.79,11.5,4.88,19.65,13.18,,0.81,9.4,18.2,4.6,49.52,3.04,95
Ahmedabad,6/18/2020,12.1,89.23,6.87,36.24,20.97,,0.56,11.72,75.83,3.28,45.51,2.98,
Ahmedabad,6/19/2020,17.65,135.16,19.86,33.84,22.86,,0.71,9.9,40.03,3.99,51.14,3.62,108
Ahmedabad,6/20/2020,22.9,120.7,11.79,15.81,10.1,,0.5,10.1,46.04,3.37,42.06,3.59,124
Ahmedabad,6/21/2020,24.28,138.12,3.45,12.44,8.23,,0.7,11.45,57.31,3.17,58.65,2.87,106
Ahmedabad,6/22/2020,19.02,98.37,4.48,16.76,11.49,,0.52,13.32,45.85,3.33,53.61,2.67,75
Ahmedabad,6/23/2020,22.2,88.99,7.13,15.67,12.2,,0.51,13,64.75,3.18,60.9,2.46,85
Ahmedabad,6/24/2020,30.29,,13.07,25.92,21.72,,0.75,11.99,43.31,1.95,55.13,1.19,91
Ahmedabad,6/25/2020,32.56,142.43,8.29,24.83,18.21,,0.65,11.73,40.54,0.98,51.94,1.22,95
Ahmedabad,6/26/2020,36.48,150.65,8.96,30.78,20.8,,0.59,10.41,44.47,1.76,49.31,1.72,93
Ahmedabad,6/27/2020,62.12,118.67,9.18,56.35,19.86,,0.49,12.44,68.05,1.32,37.76,1.62,92
Ahmedabad,6/28/2020,31.57,,6.37,23.99,16.4,,0.52,11.01,26.34,1.37,49.58,1.34,82
Ahmedabad,6/29/2020,29.75,127.98,9.06,25.15,18.92,,0.67,12.1,34.99,1.39,60.21,0.79,74
Ahmedabad,6/30/2020,40.02,121.1,7.09,58.92,33.41,,0.73,16.39,41.64,1.21,44.1,1.35,98
Ahmedabad,7/1/2020,37.63,,4.42,35.04,20.17,,0.28,14.4,9.69,1.73,47.05,1.87,119
Aizawl,3/11/2020,32.69,47.91,6.99,2.85,11.93,26.64,0.6,4.53,4.48,0.03,0.3,,
Aizawl,3/12/2020,31.21,38.66,7.2,1.27,10.65,25.63,0.56,4.22,2.81,0.01,0.08,,52
Aizawl,3/13/2020,38.39,46.68,7.19,0.91,10.37,29.16,0.57,4.46,0.18,0,0,,60
Aizawl,3/14/2020,43.23,50.83,7.14,1.07,10.48,28.95,0.57,4.53,0.41,0,0,,62
Aizawl,3/15/2020,33.82,41.03,7.09,0.36,9.73,28.41,0.48,4.63,0.3,0,0,,70
Aizawl,3/16/2020,27.14,35.04,5.63,2.32,8.09,23.98,0.5,4.71,13.02,0.13,0.68,,54
Aizawl,3/17/2020,27.32,35.75,3.07,2.14,3.41,24.57,0.48,4.84,6.03,0.25,1.34,,40
Aizawl,3/18/2020,31.76,41.51,3,1.48,5.24,23.42,0.47,5.04,8.76,0.24,1.19,,51
Aizawl,3/19/2020,43.8,53.59,2.97,1.31,4.97,23.41,0.48,5.3,9.96,0.26,1.11,,63
Aizawl,3/20/2020,35.48,44.02,3.01,0.83,4.64,24.85,0.49,5.32,6.43,0.27,1.15,,69
Aizawl,3/21/2020,51.27,60.05,3.01,0.88,4.62,24.44,0.49,5.63,8.62,49.66,50.11,,70
Aizawl,3/22/2020,33.24,40.33,2.93,0.13,3.65,18.55,0.37,5.41,5.64,13.07,13.69,,71
Aizawl,3/23/2020,35.34,41.55,2.98,0.16,3.71,20.24,0.32,5.63,5.73,62.93,62.45,,53
Aizawl,3/24/2020,47.34,56.65,2.96,0.14,3.66,20.21,0.37,6.17,5.59,0.33,0.33,,66
Aizawl,3/25/2020,53.64,62.86,2.96,0.17,3.77,25.43,0.44,6.75,6.44,0.23,0.84,,92
Aizawl,3/26/2020,54.9,62.7,2.96,0.13,3.69,25.48,0.42,6.8,5.87,0.25,0.92,,89
Aizawl,3/27/2020,44.64,53.86,2.94,0.11,3.59,28.26,0.4,7.34,6.42,0.22,0.82,,82
Aizawl,3/28/2020,51.33,60.03,2.92,0.35,3.89,29.89,0.44,7.69,8.76,0.23,0.66,,71
Aizawl,3/29/2020,34.54,41.95,2.93,0.13,3.64,28.47,0.36,7.8,7.99,0.19,0.6,,81
Aizawl,3/30/2020,39.47,48.07,2.93,0.24,3.79,29.05,0.42,7.67,7.4,0.19,0.73,,60
Aizawl,3/31/2020,27.27,33.9,2.95,0.25,3.8,30.99,0.4,7.9,6.74,0.18,0.8,,51
Aizawl,4/1/2020,38.6,49.19,2.98,0.26,3.94,32.95,0.45,8.11,6.12,36.6,37.17,,62
Aizawl,4/2/2020,36.22,48.66,2.93,0.25,3.86,32.94,0.4,8.36,9.24,0.15,0.55,,64
Aizawl,4/3/2020,30.35,39.84,2.9,0.21,3.75,23.37,0.29,8.25,10.87,0.08,0.47,,54
Aizawl,4/4/2020,24.05,41.95,2.97,0.25,3.79,21.6,0.26,8.16,11.09,0.08,0.42,,43
Aizawl,4/5/2020,26.47,33.51,2.96,0.08,3.5,26,0.31,8.79,5.76,10.03,10.52,,44
Aizawl,4/6/2020,35.13,43.65,2.96,0.15,3.69,25.1,0.31,8.49,7.94,0.12,0.52,,48
Aizawl,4/7/2020,33.19,42.17,2.92,0.3,3.85,22.71,0.3,8.78,13.38,0.12,0.38,,61
Aizawl,4/8/2020,24.92,31.74,2.97,0.18,3.74,23.73,0.27,8.69,9.67,0.08,0.41,,45
Aizawl,4/9/2020,39.15,45.79,3.32,0.31,4.47,22.95,0.39,7.81,7.66,6.27,6.66,,59
